,filename,fileid,char_start_offset_edu,char_end_offset_edu,speech_edu_id,text_edu,Conflict_Type,Conflict_Target,Target_Country_Name,Conflict_Target_2,Target_Country_Name_2,Conflict_Target_Intermediate,Conflict_Target_Intermediate_2,char_start_offset_edu_original,char_end_offset_edu_original,speech_sentence_id,paragraph_id,paragraph_id_consecutive,paragraph_id_consecutive_per_file,Conflict_IDs,rstree_nodeid,rstree_nodeid_chain,rstree_relation_leaf,rstree_relation_chain,tokenized_edus,len_tokens_edus,sentence_id_consecutive,sentence_id_consecutive_per_file,rstree_edges,sat_value_rstree,rstree_nodeid_chain_subtree,rstree_relation_chain_subtree,rstree_edges_subtree,sat_value_subtree
3313,UNSC_2014_SPV.7219_spch009_edu_Australia.txt,UNSC_2014_SPV.7219_spch009,2391,2407,48,"That is welcome,",_,_,_,_,_,_,_,2395,2411,24,8,374,4,768.0,49,"['49', '146', '148', '149', '151', '152', '157', '184', '185', '186', '187']",evaluation-N_nucleus,"['evaluation-N_nucleus', 'concession', 'concession_nucleus', 'solutionhood', 'solutionhood_nucleus', 'motivation_nucleus', 'background_nucleus', 'motivation_nucleus', 'preparation_nucleus', 'means_nucleus', 'root']","['That', 'is', 'welcome', ',']",4,1534,20,11,11,"['49', '146', '148', '149', '151']","['evaluation-N_nucleus', 'concession', 'concession_nucleus', 'solutionhood', 'solutionhood_nucleus']",5,5
3314,UNSC_2014_SPV.7219_spch009_edu_Australia.txt,UNSC_2014_SPV.7219_spch009,2408,2431,49,"but Australia believes,",_,_,_,_,_,_,_,2412,2435,24,8,374,4,768.0,50,"['50', '147', '148', '149', '151', '152', '157', '184', '185', '186', '187']",attribution,"['attribution', 'attribution_nucleus', 'concession_nucleus', 'solutionhood', 'solutionhood_nucleus', 'motivation_nucleus', 'background_nucleus', 'motivation_nucleus', 'preparation_nucleus', 'means_nucleus', 'root']","['but', 'Australia', 'believes', ',']",4,1534,20,11,11,"['50', '147', '148', '149', '151']","['attribution', 'attribution_nucleus', 'concession_nucleus', 'solutionhood', 'solutionhood_nucleus']",5,5
3315,UNSC_2014_SPV.7219_spch009_edu_Australia.txt,UNSC_2014_SPV.7219_spch009,2432,2466,50,"given the gravity of the incident,",_,_,_,_,_,_,_,2436,2470,24,8,374,4,768.0,51,"['51', '52', '147', '148', '149', '151', '152', '157', '184', '185', '186', '187']",circumstance,"['circumstance', 'circumstance_nucleus', 'attribution_nucleus', 'concession_nucleus', 'solutionhood', 'solutionhood_nucleus', 'motivation_nucleus', 'background_nucleus', 'motivation_nucleus', 'preparation_nucleus', 'means_nucleus', 'root']","['given', 'the', 'gravity', 'of', 'the', 'incident', ',']",7,1534,20,12,12,"['51', '52', '147', '148', '149', '151']","['circumstance', 'circumstance_nucleus', 'attribution_nucleus', 'concession_nucleus', 'solutionhood', 'solutionhood_nucleus']",6,6
3316,UNSC_2014_SPV.7219_spch009_edu_Australia.txt,UNSC_2014_SPV.7219_spch009,2467,2531,51,that it is not a sufficient indication of the Council's resolve.,_,_,_,_,_,_,_,2471,2535,24,8,374,4,768.0,52,"['52', '147', '148', '149', '151', '152', '157', '184', '185', '186', '187']",circumstance_nucleus,"['circumstance_nucleus', 'attribution_nucleus', 'concession_nucleus', 'solutionhood', 'solutionhood_nucleus', 'motivation_nucleus', 'background_nucleus', 'motivation_nucleus', 'preparation_nucleus', 'means_nucleus', 'root']","['that', 'it', 'is', 'not', 'a', 'sufficient', 'indication', 'of', 'the', 'Council', ""'s"", 'resolve', '.']",13,1534,20,11,11,"['52', '147', '148', '149', '151']","['circumstance_nucleus', 'attribution_nucleus', 'concession_nucleus', 'solutionhood', 'solutionhood_nucleus']",5,5
3317,UNSC_2014_SPV.7219_spch009_edu_Australia.txt,UNSC_2014_SPV.7219_spch009,2532,2550,52,Australia believes,_,_,_,_,_,_,_,2536,2554,25,8,374,4,768.0,53,"['53', '150', '151', '152', '157', '184', '185', '186', '187']",attribution,"['attribution', 'attribution_nucleus', 'solutionhood_nucleus', 'motivation_nucleus', 'background_nucleus', 'motivation_nucleus', 'preparation_nucleus', 'means_nucleus', 'root']","['Australia', 'believes']",2,1535,21,9,9,"['53', '150', '151']","['attribution', 'attribution_nucleus', 'solutionhood_nucleus']",3,3
3318,UNSC_2014_SPV.7219_spch009_edu_Australia.txt,UNSC_2014_SPV.7219_spch009,2551,2594,53,the Council should adopt a draft resolution,_,_,_,_,_,_,_,2555,2598,25,8,374,4,768.0,54,"['54', '150', '151', '152', '157', '184', '185', '186', '187']",e-elaboration_nucleus,"['e-elaboration_nucleus', 'attribution_nucleus', 'solutionhood_nucleus', 'motivation_nucleus', 'background_nucleus', 'motivation_nucleus', 'preparation_nucleus', 'means_nucleus', 'root']","['the', 'Council', 'should', 'adopt', 'a', 'draft', 'resolution']",7,1535,21,9,9,"['54', '150', '151']","['e-elaboration_nucleus', 'attribution_nucleus', 'solutionhood_nucleus']",3,3
3319,UNSC_2014_SPV.7219_spch009_edu_Australia.txt,UNSC_2014_SPV.7219_spch009,2595,2751,54,"that emphasizes the need for access to be granted to the crash site and for a full, thorough, independent and international investigation to be carried out.",_,_,_,_,_,_,_,2599,2755,25,8,374,4,768.0,55,"['55', '54', '150', '151', '152', '157', '184', '185', '186', '187']",e-elaboration,"['e-elaboration', 'e-elaboration_nucleus', 'attribution_nucleus', 'solutionhood_nucleus', 'motivation_nucleus', 'background_nucleus', 'motivation_nucleus', 'preparation_nucleus', 'means_nucleus', 'root']","['that', 'emphasizes', 'the', 'need', 'for', 'access', 'to', 'be', 'granted', 'to', 'the', 'crash', 'site', 'and', 'for', 'a', 'full', ',', 'thorough', ',', 'independent', 'and', 'international', 'investigation', 'to', 'be', 'carried', 'out', '.']",29,1535,21,10,10,"['55', '54', '150', '151']","['e-elaboration', 'e-elaboration_nucleus', 'attribution_nucleus', 'solutionhood_nucleus']",4,4
3320,UNSC_2014_SPV.7219_spch009_edu_Australia.txt,UNSC_2014_SPV.7219_spch009,2752,2804,55,This is the nineteenth time that the Council has met,_,_,_,_,_,_,_,2757,2809,27,10,375,5,769.0,56,"['56', '193', '192', '59', '153', '155', '156', '152', '157', '184', '185', '186', '187']",e-elaboration_nucleus,"['e-elaboration_nucleus', 'circumstance_nucleus', 'background', 'background_nucleus', 'elaboration_nucleus', 'evaluation-S_nucleus', 'motivation', 'motivation_nucleus', 'background_nucleus', 'motivation_nucleus', 'preparation_nucleus', 'means_nucleus', 'root']","['This', 'is', 'the', 'nineteenth', 'time', 'that', 'the', 'Council', 'has', 'met']",10,1536,22,13,13,"['56', '193', '192', '59', '153', '155']","['e-elaboration_nucleus', 'circumstance_nucleus', 'background', 'background_nucleus', 'elaboration_nucleus', 'evaluation-S_nucleus']",6,6
3321,UNSC_2014_SPV.7219_spch009_edu_Australia.txt,UNSC_2014_SPV.7219_spch009,2805,2840,56,to discuss the situation in Ukraine,_,_,_,_,_,_,_,2810,2845,27,10,375,5,769.0,57,"['57', '56', '193', '192', '59', '153', '155', '156', '152', '157', '184', '185', '186', '187']",e-elaboration,"['e-elaboration', 'e-elaboration_nucleus', 'circumstance_nucleus', 'background', 'background_nucleus', 'elaboration_nucleus', 'evaluation-S_nucleus', 'motivation', 'motivation_nucleus', 'background_nucleus', 'motivation_nucleus', 'preparation_nucleus', 'means_nucleus', 'root']","['to', 'discuss', 'the', 'situation', 'in', 'Ukraine']",6,1536,22,14,14,"['57', '56', '193', '192', '59', '153', '155']","['e-elaboration', 'e-elaboration_nucleus', 'circumstance_nucleus', 'background', 'background_nucleus', 'elaboration_nucleus', 'evaluation-S_nucleus']",7,7
3322,UNSC_2014_SPV.7219_spch009_edu_Australia.txt,UNSC_2014_SPV.7219_spch009,2841,2864,57,since the crisis began.,_,_,_,_,_,_,_,2846,2869,27,10,375,5,769.0,58,"['58', '193', '192', '59', '153', '155', '156', '152', '157', '184', '185', '186', '187']",circumstance,"['circumstance', 'circumstance_nucleus', 'background', 'background_nucleus', 'elaboration_nucleus', 'evaluation-S_nucleus', 'motivation', 'motivation_nucleus', 'background_nucleus', 'motivation_nucleus', 'preparation_nucleus', 'means_nucleus', 'root']","['since', 'the', 'crisis', 'began', '.']",5,1536,22,13,13,"['58', '193', '192', '59', '153', '155']","['circumstance', 'circumstance_nucleus', 'background', 'background_nucleus', 'elaboration_nucleus', 'evaluation-S_nucleus']",6,6
3323,UNSC_2014_SPV.7219_spch009_edu_Australia.txt,UNSC_2014_SPV.7219_spch009,2865,2992,58,"Time and time again, the overwhelming majority of the Security Council has called for a end to the violence and destablization.",_,_,_,_,_,_,_,2870,2997,28,10,375,5,769.0,59,"['59', '153', '155', '156', '152', '157', '184', '185', '186', '187']",background_nucleus,"['background_nucleus', 'elaboration_nucleus', 'evaluation-S_nucleus', 'motivation', 'motivation_nucleus', 'background_nucleus', 'motivation_nucleus', 'preparation_nucleus', 'means_nucleus', 'root']","['Time', 'and', 'time', 'again', ',', 'the', 'overwhelming', 'majority', 'of', 'the', 'Security', 'Council', 'has', 'called', 'for', 'a', 'end', 'to', 'the', 'violence', 'and', 'destablization', '.']",23,1537,23,10,10,"['59', '153', '155']","['background_nucleus', 'elaboration_nucleus', 'evaluation-S_nucleus']",3,3
3324,UNSC_2014_SPV.7219_spch009_edu_Australia.txt,UNSC_2014_SPV.7219_spch009,2993,3066,59,"Council members have consistently called for a de-escalation of tensions,",_,_,_,_,_,_,_,2998,3071,29,10,375,5,769.0,60,"['60', '154', '153', '155', '156', '152', '157', '184', '185', '186', '187']",conjunction,"['conjunction', 'elaboration', 'elaboration_nucleus', 'evaluation-S_nucleus', 'motivation', 'motivation_nucleus', 'background_nucleus', 'motivation_nucleus', 'preparation_nucleus', 'means_nucleus', 'root']","['Council', 'members', 'have', 'consistently', 'called', 'for', 'a', 'de', '-', 'escalation', 'of', 'tensions', ',']",13,1538,24,11,11,"['60', '154', '153', '155']","['conjunction', 'elaboration', 'elaboration_nucleus', 'evaluation-S_nucleus']",4,4
3325,UNSC_2014_SPV.7219_spch009_edu_Australia.txt,UNSC_2014_SPV.7219_spch009,3067,3108,60,for separatists to lay down their weapons,_,_,_,_,_,_,_,3072,3113,29,10,375,5,769.0,61,"['61', '154', '153', '155', '156', '152', '157', '184', '185', '186', '187']",conjunction,"['conjunction', 'elaboration', 'elaboration_nucleus', 'evaluation-S_nucleus', 'motivation', 'motivation_nucleus', 'background_nucleus', 'motivation_nucleus', 'preparation_nucleus', 'means_nucleus', 'root']","['for', 'separatists', 'to', 'lay', 'down', 'their', 'weapons']",7,1538,24,11,11,"['61', '154', '153', '155']","['conjunction', 'elaboration', 'elaboration_nucleus', 'evaluation-S_nucleus']",4,4
3326,UNSC_2014_SPV.7219_spch009_edu_Australia.txt,UNSC_2014_SPV.7219_spch009,3109,3146,61,and for genuine dialogue to commence.,_,_,_,_,_,_,_,3114,3151,29,10,375,5,769.0,62,"['62', '154', '153', '155', '156', '152', '157', '184', '185', '186', '187']",conjunction,"['conjunction', 'elaboration', 'elaboration_nucleus', 'evaluation-S_nucleus', 'motivation', 'motivation_nucleus', 'background_nucleus', 'motivation_nucleus', 'preparation_nucleus', 'means_nucleus', 'root']","['and', 'for', 'genuine', 'dialogue', 'to', 'commence', '.']",7,1538,24,11,11,"['62', '154', '153', '155']","['conjunction', 'elaboration', 'elaboration_nucleus', 'evaluation-S_nucleus']",4,4
3327,UNSC_2014_SPV.7219_spch009_edu_Australia.txt,UNSC_2014_SPV.7219_spch009,3147,3232,62,It is time for the equivocation and dissembling and false narratives of some to stop.,Direct_NegEval,Underspecified,Underdefined,_,_,-NONE-,_,3152,3237,30,10,375,5,770.0,63,"['63', '155', '156', '152', '157', '184', '185', '186', '187']",evaluation-S,"['evaluation-S', 'evaluation-S_nucleus', 'motivation', 'motivation_nucleus', 'background_nucleus', 'motivation_nucleus', 'preparation_nucleus', 'means_nucleus', 'root']","['It', 'is', 'time', 'for', 'the', 'equivocation', 'and', 'dissembling', 'and', 'false', 'narratives', 'of', 'some', 'to', 'stop', '.']",16,1539,25,9,9,"['63', '155']","['evaluation-S', 'evaluation-S_nucleus']",2,2
3328,UNSC_2014_SPV.7219_spch009_edu_Australia.txt,UNSC_2014_SPV.7219_spch009,3233,3309,63,In the three weeks since the Council last discussed the situation in Ukraine,Direct_NegEval,Underspecified,Underdefined,_,_,-NONE-,_,3239,3315,32,12,376,6,771.0,64,"['64', '158', '66', '159', '163', '166', '168', '182', '183', '186', '187']",evidence_nucleus,"['evidence_nucleus', 'circumstance', 'circumstance_nucleus', 'elaboration_nucleus', 'result_nucleus', 'joint', 'cause', 'cause_nucleus', 'means', 'means_nucleus', 'root']","['In', 'the', 'three', 'weeks', 'since', 'the', 'Council', 'last', 'discussed', 'the', 'situation', 'in', 'Ukraine']",13,1540,26,11,10,"['64', '158', '66', '159', '163']","['evidence_nucleus', 'circumstance', 'circumstance_nucleus', 'elaboration_nucleus', 'result_nucleus']",5,5
3329,UNSC_2014_SPV.7219_spch009_edu_Australia.txt,UNSC_2014_SPV.7219_spch009,3310,3326,64,"(see S/PV.7205),",Direct_NegEval,Underspecified,Underdefined,_,_,-NONE-,_,3316,3332,32,12,376,6,771.0,65,"['65', '64', '158', '66', '159', '163', '166', '168', '182', '183', '186', '187']",evidence,"['evidence', 'evidence_nucleus', 'circumstance', 'circumstance_nucleus', 'elaboration_nucleus', 'result_nucleus', 'joint', 'cause', 'cause_nucleus', 'means', 'means_nucleus', 'root']","['(', 'see', 'S', '/', 'PV.7205', ')', ',']",7,1540,26,12,11,"['65', '64', '158', '66', '159', '163']","['evidence', 'evidence_nucleus', 'circumstance', 'circumstance_nucleus', 'elaboration_nucleus', 'result_nucleus']",6,6
3330,UNSC_2014_SPV.7219_spch009_edu_Australia.txt,UNSC_2014_SPV.7219_spch009,3327,3391,65,the security situation in the east has become increasingly dire.,Direct_NegEval,Underspecified,Underdefined,_,_,-NONE-,_,3333,3397,32,12,376,6,771.0,66,"['66', '159', '163', '166', '168', '182', '183', '186', '187']",circumstance_nucleus,"['circumstance_nucleus', 'elaboration_nucleus', 'result_nucleus', 'joint', 'cause', 'cause_nucleus', 'means', 'means_nucleus', 'root']","['the', 'security', 'situation', 'in', 'the', 'east', 'has', 'become', 'increasingly', 'dire', '.']",11,1540,26,9,8,"['66', '159', '163']","['circumstance_nucleus', 'elaboration_nucleus', 'result_nucleus']",3,3
3331,UNSC_2014_SPV.7219_spch009_edu_Australia.txt,UNSC_2014_SPV.7219_spch009,3392,3441,66,Separatists have ignored repeated calls to disarm,_,_,_,_,_,_,_,3398,3447,33,12,376,6,772.0,67,"['67', '160', '161', '159', '163', '166', '168', '182', '183', '186', '187']",conjunction,"['conjunction', 'conjunction_nucleus', 'elaboration', 'elaboration_nucleus', 'result_nucleus', 'joint', 'cause', 'cause_nucleus', 'means', 'means_nucleus', 'root']","['Separatists', 'have', 'ignored', 'repeated', 'calls', 'to', 'disarm']",7,1541,27,11,10,"['67', '160', '161', '159', '163']","['conjunction', 'conjunction_nucleus', 'elaboration', 'elaboration_nucleus', 'result_nucleus']",5,5
3332,UNSC_2014_SPV.7219_spch009_edu_Australia.txt,UNSC_2014_SPV.7219_spch009,3442,3533,67,"and have continued their attacks on Ukrainian military forces, facilities and border posts.",_,_,_,_,_,_,_,3448,3539,33,12,376,6,772.0,68,"['68', '160', '161', '159', '163', '166', '168', '182', '183', '186', '187']",conjunction,"['conjunction', 'conjunction_nucleus', 'elaboration', 'elaboration_nucleus', 'result_nucleus', 'joint', 'cause', 'cause_nucleus', 'means', 'means_nucleus', 'root']","['and', 'have', 'continued', 'their', 'attacks', 'on', 'Ukrainian', 'military', 'forces', ',', 'facilities', 'and', 'border', 'posts', '.']",15,1541,27,11,10,"['68', '160', '161', '159', '163']","['conjunction', 'conjunction_nucleus', 'elaboration', 'elaboration_nucleus', 'result_nucleus']",5,5
3333,UNSC_2014_SPV.7219_spch009_edu_Australia.txt,UNSC_2014_SPV.7219_spch009,3534,3624,68,Two Ukrainian military cargo planes were downed in eastern Ukraine in the past week alone.,_,_,_,_,_,_,_,3540,3630,34,12,376,6,772.0,69,"['69', '160', '161', '159', '163', '166', '168', '182', '183', '186', '187']",evidence,"['evidence', 'conjunction_nucleus', 'elaboration', 'elaboration_nucleus', 'result_nucleus', 'joint', 'cause', 'cause_nucleus', 'means', 'means_nucleus', 'root']","['Two', 'Ukrainian', 'military', 'cargo', 'planes', 'were', 'downed', 'in', 'eastern', 'Ukraine', 'in', 'the', 'past', 'week', 'alone', '.']",16,1542,28,11,10,"['69', '160', '161', '159', '163']","['evidence', 'conjunction_nucleus', 'elaboration', 'elaboration_nucleus', 'result_nucleus']",5,5
3334,UNSC_2014_SPV.7219_spch009_edu_Australia.txt,UNSC_2014_SPV.7219_spch009,3625,3691,69,The Ukrainian armed forces have responded firmly to those attacks.,_,_,_,_,_,_,_,3631,3697,35,12,376,6,772.0,70,"['70', '165', '163', '166', '168', '182', '183', '186', '187']",reason-S_nucleus,"['reason-S_nucleus', 'result', 'result_nucleus', 'joint', 'cause', 'cause_nucleus', 'means', 'means_nucleus', 'root']","['The', 'Ukrainian', 'armed', 'forces', 'have', 'responded', 'firmly', 'to', 'those', 'attacks', '.']",11,1543,29,9,8,"['70', '165', '163']","['reason-S_nucleus', 'result', 'result_nucleus']",3,3
3335,UNSC_2014_SPV.7219_spch009_edu_Australia.txt,UNSC_2014_SPV.7219_spch009,3692,3738,70,"They has every right to restore law and order,",_,_,_,_,_,_,_,3698,3744,36,12,376,6,772.0,71,"['71', '164', '70', '165', '163', '166', '168', '182', '183', '186', '187']",conjunction,"['conjunction', 'reason-S', 'reason-S_nucleus', 'result', 'result_nucleus', 'joint', 'cause', 'cause_nucleus', 'means', 'means_nucleus', 'root']","['They', 'has', 'every', 'right', 'to', 'restore', 'law', 'and', 'order', ',']",10,1544,30,11,10,"['71', '164', '70', '165', '163']","['conjunction', 'reason-S', 'reason-S_nucleus', 'result', 'result_nucleus']",5,5
3336,UNSC_2014_SPV.7219_spch009_edu_Australia.txt,UNSC_2014_SPV.7219_spch009,3739,3814,71,and they have underlined their commitment to do so in proportionate manner.,_,_,_,_,_,_,_,3745,3820,36,12,376,6,772.0,72,"['72', '164', '70', '165', '163', '166', '168', '182', '183', '186', '187']",conjunction,"['conjunction', 'reason-S', 'reason-S_nucleus', 'result', 'result_nucleus', 'joint', 'cause', 'cause_nucleus', 'means', 'means_nucleus', 'root']","['and', 'they', 'have', 'underlined', 'their', 'commitment', 'to', 'do', 'so', 'in', 'proportionate', 'manner', '.']",13,1544,30,11,10,"['72', '164', '70', '165', '163']","['conjunction', 'reason-S', 'reason-S_nucleus', 'result', 'result_nucleus']",5,5
3337,UNSC_2014_SPV.7219_spch009_edu_Australia.txt,UNSC_2014_SPV.7219_spch009,3815,3901,72,Russia has a crucial role to play in de-escalating this persistently dangerous crisis.,_,_,_,_,_,_,_,3822,3908,38,14,377,7,773.0,73,"['73', '167', '168', '182', '183', '186', '187']",means_nucleus,"['means_nucleus', 'joint', 'cause', 'cause_nucleus', 'means', 'means_nucleus', 'root']","['Russia', 'has', 'a', 'crucial', 'role', 'to', 'play', 'in', 'de', '-', 'escalating', 'this', 'persistently', 'dangerous', 'crisis', '.']",16,1545,31,7,6,['73'],['means_nucleus'],1,1
3338,UNSC_2014_SPV.7219_spch009_edu_Australia.txt,UNSC_2014_SPV.7219_spch009,3902,3930,73,It must end its provocations,Direct_NegEval,Country,russian_federation,_,_,-NONE-,_,3909,3937,39,14,377,7,774.0,74,"['74', '169', '171', '73', '167', '168', '182', '183', '186', '187']",conjunction,"['conjunction', 'list', 'means', 'means_nucleus', 'joint', 'cause', 'cause_nucleus', 'means', 'means_nucleus', 'root']","['It', 'must', 'end', 'its', 'provocations']",5,1546,32,10,8,"['74', '169', '171', '73']","['conjunction', 'list', 'means', 'means_nucleus']",4,3
3339,UNSC_2014_SPV.7219_spch009_edu_Australia.txt,UNSC_2014_SPV.7219_spch009,3931,3969,74,and any support for separatist forces.,Direct_NegEval,Country,russian_federation,_,_,-NONE-,_,3938,3976,39,14,377,7,774.0,75,"['75', '169', '171', '73', '167', '168', '182', '183', '186', '187']",conjunction,"['conjunction', 'list', 'means', 'means_nucleus', 'joint', 'cause', 'cause_nucleus', 'means', 'means_nucleus', 'root']","['and', 'any', 'support', 'for', 'separatist', 'forces', '.']",7,1546,32,10,8,"['75', '169', '171', '73']","['conjunction', 'list', 'means', 'means_nucleus']",4,3
3340,UNSC_2014_SPV.7219_spch009_edu_Australia.txt,UNSC_2014_SPV.7219_spch009,3970,4009,75,It must control its border with Ukraine,_,_,_,_,_,_,_,3977,4016,40,14,377,7,775.0,76,"['76', '170', '171', '73', '167', '168', '182', '183', '186', '187']",conjunction,"['conjunction', 'list', 'means', 'means_nucleus', 'joint', 'cause', 'cause_nucleus', 'means', 'means_nucleus', 'root']","['It', 'must', 'control', 'its', 'border', 'with', 'Ukraine']",7,1547,33,10,8,"['76', '170', '171', '73']","['conjunction', 'list', 'means', 'means_nucleus']",4,3
3341,UNSC_2014_SPV.7219_spch009_edu_Australia.txt,UNSC_2014_SPV.7219_spch009,4010,4091,76,"and prevent the flow of weapons, equipment and fighters from Russia into Ukraine.",_,_,_,_,_,_,_,4017,4098,40,14,377,7,775.0,77,"['77', '170', '171', '73', '167', '168', '182', '183', '186', '187']",conjunction,"['conjunction', 'list', 'means', 'means_nucleus', 'joint', 'cause', 'cause_nucleus', 'means', 'means_nucleus', 'root']","['and', 'prevent', 'the', 'flow', 'of', 'weapons', ',', 'equipment', 'and', 'fighters', 'from', 'Russia', 'into', 'Ukraine', '.']",15,1547,33,10,8,"['77', '170', '171', '73']","['conjunction', 'list', 'means', 'means_nucleus']",4,3
3342,UNSC_2014_SPV.7219_spch009_edu_Australia.txt,UNSC_2014_SPV.7219_spch009,4092,4139,77,Russia must withdraw the large number of troops,_,_,_,_,_,_,_,4099,4146,41,14,377,7,775.0,78,"['78', '172', '171', '73', '167', '168', '182', '183', '186', '187']",e-elaboration_nucleus,"['e-elaboration_nucleus', 'list', 'means', 'means_nucleus', 'joint', 'cause', 'cause_nucleus', 'means', 'means_nucleus', 'root']","['Russia', 'must', 'withdraw', 'the', 'large', 'number', 'of', 'troops']",8,1548,34,10,8,"['78', '172', '171', '73']","['e-elaboration_nucleus', 'list', 'means', 'means_nucleus']",4,3
3343,UNSC_2014_SPV.7219_spch009_edu_Australia.txt,UNSC_2014_SPV.7219_spch009,4140,4185,78,it has again amassed on the Ukrainian border.,_,_,_,_,_,_,_,4147,4192,41,14,377,7,775.0,79,"['79', '78', '172', '171', '73', '167', '168', '182', '183', '186', '187']",e-elaboration,"['e-elaboration', 'e-elaboration_nucleus', 'list', 'means', 'means_nucleus', 'joint', 'cause', 'cause_nucleus', 'means', 'means_nucleus', 'root']","['it', 'has', 'again', 'amassed', 'on', 'the', 'Ukrainian', 'border', '.']",9,1548,34,11,9,"['79', '78', '172', '171', '73']","['e-elaboration', 'e-elaboration_nucleus', 'list', 'means', 'means_nucleus']",5,4
3344,UNSC_2014_SPV.7219_spch009_edu_Australia.txt,UNSC_2014_SPV.7219_spch009,4186,4231,79,It must actively work to de-escalate tensions,Indirect_NegEval,Country,russian_federation,_,_,Non-Governm_Grp,_,4193,4238,42,14,377,7,776.0,80,"['80', '173', '171', '73', '167', '168', '182', '183', '186', '187']",conjunction,"['conjunction', 'list', 'means', 'means_nucleus', 'joint', 'cause', 'cause_nucleus', 'means', 'means_nucleus', 'root']","['It', 'must', 'actively', 'work', 'to', 'de', '-', 'escalate', 'tensions']",9,1549,35,10,8,"['80', '173', '171', '73']","['conjunction', 'list', 'means', 'means_nucleus']",4,3
3345,UNSC_2014_SPV.7219_spch009_edu_Australia.txt,UNSC_2014_SPV.7219_spch009,4232,4313,80,and use its considerable influence with separatist groups in Ukraine to that end.,Indirect_NegEval,Country,russian_federation,_,_,Non-Governm_Grp,_,4239,4320,42,14,377,7,776.0,81,"['81', '173', '171', '73', '167', '168', '182', '183', '186', '187']",conjunction,"['conjunction', 'list', 'means', 'means_nucleus', 'joint', 'cause', 'cause_nucleus', 'means', 'means_nucleus', 'root']","['and', 'use', 'its', 'considerable', 'influence', 'with', 'separatist', 'groups', 'in', 'Ukraine', 'to', 'that', 'end', '.']",14,1549,35,10,8,"['81', '173', '171', '73']","['conjunction', 'list', 'means', 'means_nucleus']",4,3
3346,UNSC_2014_SPV.7219_spch009_edu_Australia.txt,UNSC_2014_SPV.7219_spch009,4314,4354,81,Further political efforts are essential.,_,_,_,_,_,_,_,4322,4362,44,16,378,8,777.0,82,"['82', '83', '177', '178', '188', '189', '190', '182', '183', '186', '187']",background,"['background', 'background_nucleus', 'reason-S_nucleus', 'concession', 'concession_nucleus', 'motivation', 'motivation_nucleus', 'cause_nucleus', 'means', 'means_nucleus', 'root']","['Further', 'political', 'efforts', 'are', 'essential', '.']",6,1550,36,11,11,"['82', '83', '177', '178', '188']","['background', 'background_nucleus', 'reason-S_nucleus', 'concession', 'concession_nucleus']",5,5
3347,UNSC_2014_SPV.7219_spch009_edu_Australia.txt,UNSC_2014_SPV.7219_spch009,4355,4428,82,The four-party talks in Berlin in the past two weeks showed some promise.,_,_,_,_,_,_,_,4363,4436,45,16,378,8,777.0,83,"['83', '177', '178', '188', '189', '190', '182', '183', '186', '187']",background_nucleus,"['background_nucleus', 'reason-S_nucleus', 'concession', 'concession_nucleus', 'motivation', 'motivation_nucleus', 'cause_nucleus', 'means', 'means_nucleus', 'root']","['The', 'four', '-', 'party', 'talks', 'in', 'Berlin', 'in', 'the', 'past', 'two', 'weeks', 'showed', 'some', 'promise', '.']",16,1551,37,10,10,"['83', '177', '178', '188']","['background_nucleus', 'reason-S_nucleus', 'concession', 'concession_nucleus']",4,4
3348,UNSC_2014_SPV.7219_spch009_edu_Australia.txt,UNSC_2014_SPV.7219_spch009,4429,4488,83,"The parties agreed on the need for a sustainable ceasefire,",_,_,_,_,_,_,_,4437,4496,46,16,378,8,777.0,84,"['84', '175', '177', '178', '188', '189', '190', '182', '183', '186', '187']",list,"['list', 'reason-S', 'reason-S_nucleus', 'concession', 'concession_nucleus', 'motivation', 'motivation_nucleus', 'cause_nucleus', 'means', 'means_nucleus', 'root']","['The', 'parties', 'agreed', 'on', 'the', 'need', 'for', 'a', 'sustainable', 'ceasefire', ',']",11,1552,38,11,10,"['84', '175', '177', '178', '188']","['list', 'reason-S', 'reason-S_nucleus', 'concession', 'concession_nucleus']",5,4
3349,UNSC_2014_SPV.7219_spch009_edu_Australia.txt,UNSC_2014_SPV.7219_spch009,4489,4525,84,"the resumption of the contact group,",_,_,_,_,_,_,_,4497,4533,46,16,378,8,777.0,85,"['85', '175', '177', '178', '188', '189', '190', '182', '183', '186', '187']",list,"['list', 'reason-S', 'reason-S_nucleus', 'concession', 'concession_nucleus', 'motivation', 'motivation_nucleus', 'cause_nucleus', 'means', 'means_nucleus', 'root']","['the', 'resumption', 'of', 'the', 'contact', 'group', ',']",7,1552,38,11,10,"['85', '175', '177', '178', '188']","['list', 'reason-S', 'reason-S_nucleus', 'concession', 'concession_nucleus']",5,4
